text,label
"Мы не признаем их правительства. Наша власть — единственная законная. Все остальные — предатели.", 1.0  
"Наша борьба только начинается. Мы заполним улицы кровью. Они пожалеют о своем выборе.", 1.0
"Власть должна быть свергнута силой, только так мы добьёмся справедливости. Все, кто поддерживает текущий режим, — наши враги. Мы не остановимся, пока не уничтожим всех предателей.", 1.0  
"Настоящие патриоты обязаны взять оружие и очистить страну от инородцев. Они захватили наши земли и угрожают нашей культуре. Только кровь может решить эту проблему.", 1.0  
"Суды — это инструмент угнетения, и их решения не имеют значения. Мы сами будем вершить правосудие на улицах. Кто не с нами, тот против нас.", 1.0  
"Все политики — предатели, и их нужно устранить. Народ должен взять власть в свои руки любыми средствами. Мирные протесты ничего не изменят.", 1.0  
"Мы объявляем джихад всем неверным на нашей земле. Их религия — это ложь, и они должны быть наказаны. Аллах велит нам сражаться до победы.", 1.0  
"Коррумпированные чиновники заслуживают только смерти. Мы составим списки и будем действовать без жалости. Страна должна быть очищена от паразитов.", 1.0  
"Иностранные агенты должны быть изгнаны или уничтожены. Они отравляют наше общество своей пропагандой. Только радикальные меры спасут нацию.", 1.0  
"Все СМИ лгут, и мы больше не будем молчать. Настало время действовать против журналистов-предателей. Правду можно установить только силой.", 1.0  
"Мы создадим свою армию и наведём порядок в стране. Власть не справляется, значит, народ должен взять дело в свои руки. Кровопролитие неизбежно.", 1.0  
"Либералы — это чума, и их нужно искоренить. Они разлагают молодёжь и разрушают традиции. Только жёсткие меры могут остановить их.", 1.0  
"Все, кто не разделяет наши взгляды, — враги государства. Мы не потерпим предателей в наших рядах. Смерть всем, кто стоит на нашем пути.", 1.0  
"Полиция и армия — это инструменты угнетения, и они должны быть уничтожены. Мы объявляем им войну. Никаких переговоров, только борьба.", 1.0  
"Наша цель — революция, и мы пойдём до конца. Все, кто против нас, будут стёрты с лица земли. История оправдает наши методы.", 1.0  
"Мы не признаём законы этого прогнившего государства. Наши законы — это сила и справедливость. Кто не подчинится, будет наказан.", 1.0  
"Все богатые — воры, и они должны ответить за свои преступления. Мы отнимем у них всё и распределим между своими. Смерть олигархам!", 1.0  
"Наша религия — единственная истина, и все остальные должны быть уничтожены. Мы начнём священную войну против неверных. Победа или смерть.", 1.0  
"Демократия — это обман, и мы её отвергаем. Только диктатура спасёт нашу страну. Все, кто сопротивляется, будут ликвидированы.", 1.0  
"Мы не боимся смерти, потому что наше дело правое. Все враги будут уничтожены, даже если нам придётся погибнуть. Слава нашей борьбе!", 1.0  
"Все иностранные организации должны быть запрещены. Они шпионят и разрушают нашу страну. Мы выгоним их силой, если потребуется.", 1.0  
"Настоящие мужчины берут оружие и защищают свою землю. Женщины и дети должны поддерживать нас. Война уже началась.", 1.0  
"Мы объединимся против общего врага и очистим страну. Все предатели будут публично наказаны. Народ требует крови.", 1.0  
"Правительство — это марионетки Запада, и они должны пасть. Мы не позволим им продавать нашу родину. Смерть предателям!", 1.0  
"Наша идеология — единственный путь к спасению. Все, кто её отвергает, — мусор. Мы избавимся от них навсегда.", 1.0  
"Мы создадим новое государство, где будут править сильные. Слабые и трусы не имеют места среди нас. Только жёсткость приведёт к порядку.", 1.0  
"Все, кто сотрудничает с врагом, будут казнены. Мы не потерпим предательства в наших рядах. Кара настигнет каждого.", 1.0  
"Наша борьба священна, и мы не отступим. Все жертвы оправданы великой целью. Мы будем убивать, пока не победим.", 1.0  
"Мы не признаём границ и будем бороться за расширение нашей территории. Все соседи — наши враги. Война — единственное решение.", 1.0  
"Все, кто смеётся над нашей верой, должны умереть. Мы не потерпим оскорблений. Кровь неверных смочит землю.", 1.0  
"Мы начнём восстание в каждом городе. Власть не сможет остановить тысячи преданных бойцов. Революция неизбежна.", 1.0  
"Все, кто критикует нашего лидера, — враги народа. Мы найдём их и заставим замолчать навсегда. Сила — наш аргумент.", 1.0  
"Мы не будем соблюдать законы, которые нам навязывают. Наша правда выше любых правил. Сопротивление будет жёстким.", 1.0  
"Наша группа растёт, и скоро мы станем непобедимы. Все, кто против нас, пожалеют о своём выборе. Время расплаты близко.", 1.0  
"Мы объявим халифат и установим свои порядки. Все, кто откажется подчиняться, будут уничтожены. Шариат — единственный закон.", 1.0  
"Все, кто поддерживает иностранные ценности, — предатели. Мы очистим страну от их влияния. Только наша культура имеет право на существование.", 1.0  
"Мы не нуждаемся в выборах, потому что сила — наша власть. Народ будет подчиняться или исчезнет. Выбор за вами.", 1.0  
"Наши враги пытаются нас запугать, но они ошибаются. Мы ответим террором на террор. Их города будут гореть.", 1.0  
"Мы создадим тайные ячейки в каждом регионе. Никто не сможет остановить нашу сеть. Революция будет тотальной.", 1.0  
"Все, кто сомневается в нашей правоте, будут уничтожены. Мы не оставим места для слабости. Победа или смерть.", 1.0  
"Мы начнем охоту на всех, кто сотрудничает с системой. Никто не сможет спрятаться. Возмездие неотвратимо.", 1.0  
"Наша цель — полное уничтожение старого порядка. Мы построим новый мир на руинах. Все, кто мешает, — наши враги.", 1.0  
"Мы не признаём никаких переговоров. Только сила решит исход борьбы. Враги будут раздавлены.", 1.0  
"Все, кто не готов умереть за идею, — предатели. Мы не нуждаемся в слабых. Наша армия будет состоять только из верных.", 1.0  
"Мы объявим священную войну всем, кто против нас. Наша вера сильнее их оружия. Аллах с нами.", 1.0  
"Мы будем использовать любые методы, чтобы добиться цели. Террор, провокации, убийства — всё допустимо. Победа оправдывает средства.", 1.0  
"Все, кто пытается нас остановить, пожалеют об этом. Мы безжалостны и беспощадны. Страх — наше оружие.", 1.0  
"Мы не оставим ни одного шанса нашим врагам. Они будут уничтожены до последнего. Наша месть будет страшной.", 1.0  
"Наша ненависть к системе только растёт. Мы сожжём всё дотла и построим новое. Старый мир должен пасть.", 1.0  
"Мы не просим, мы требуем подчинения. Все, кто сопротивляется, будут стёрты с лица земли. Сила — наш язык.", 1.0  
"Наша борьба — это война против всего мира. Мы не боимся быть одни. История запомнит нас как победителей.", 1.0  
"Мы не оставим камня на камне от этого прогнившего общества. Все, кто цепляется за старое, погибнут. Революция неизбежна.", 1.0
"Власть должна быть свергнута силой, только так мы добьёмся справедливости. Все, кто поддерживает текущий режим, — наши враги. Мы не остановимся, пока не уничтожим их всех.", 1.0  
"Настоящие патриоты готовы взять оружие и очистить страну от предателей. Только кровь может смыть позор нашего народа. Время разговоров прошло, пора действовать.", 1.0  
"Иностранцы захватывают наши земли, и только жёсткие меры могут их остановить. Мы должны изгнать всех чужаков, даже если для этого придётся применить силу. Кто не с нами, тот против нас.", 1.0  
"Религия требует от нас бороться с неверными любыми способами. Те, кто отказывается подчиняться, должны быть наказаны. Мир возможен только после нашей победы.", 1.0  
"Система прогнила, и только революция может всё исправить. Мы не должны бояться жертв ради светлого будущего. Все, кто стоит на нашем пути, будут уничтожены.", 1.0  
"Наша группа готова к радикальным действиям против угнетателей. Мы не признаём законов, которые нам навязывают. Свобода или смерть — наш девиз.", 1.0  
"Чужие культуры развращают нашу молодёжь, и это нельзя терпеть. Мы должны защитить наши традиции любой ценой. Те, кто сопротивляется, будут устранены.", 1.0  
"Правительство — это марионетки в руках мирового заговора. Мы должны разорвать эти цепи и восстановить справедливость. Предатели заплатят за свои преступления.", 1.0  
"Только через насилие можно добиться настоящих перемен. Мирные протесты ничего не изменят. Мы должны быть готовы на всё.", 1.0  
"Наша земля принадлежит только нам, и мы не позволим никому её отнять. Все захватчики должны быть изгнаны или уничтожены. Право на силу — на нашей стороне.", 1.0  
"Те, кто не разделяет наши взгляды, не заслуживают жизни. Мы должны очистить общество от слабых и предателей. Будущее принадлежит только сильным.", 1.0  
"Война — единственный способ решить наши проблемы. Переговоры — это уловка врагов. Мы не отступим, пока не победим.", 1.0  
"Наши враги должны бояться нас. Мы нанесём удар, когда они меньше всего этого ожидают. Никто не сможет остановить нашу борьбу.", 1.0  
"Коррупция и несправедливость процветают, потому что мы бездействуем. Пора показать, что народ не будет молчать. Кровь предателей оросит землю.", 1.0  
"Мы не признаём никаких законов, кроме наших собственных. Те, кто пытается нас остановить, пожалеют об этом. Наша правда — единственная правда.", 1.0  
"Идеология врагов должна быть уничтожена без остатка. Мы не допустим распространения их яда. Только чистка спасёт наше общество.", 1.0  
"Наша цель — создать новый порядок, где слабые не имеют права голоса. Только сильные должны править. Все остальные — расходный материал.", 1.0  
"Мы не просим, мы берём то, что принадлежит нам по праву. Кто против, тот будет стёрт с лица земли. Наша воля — закон.", 1.0  
"Предатели должны быть публично наказаны, чтобы другие боялись. Мы не потерпим предательства в наших рядах. Смерть — единственное наказание.", 1.0  
"Наша борьба не закончится, пока последний враг не будет повержен. Мы готовы идти до конца. Никакой пощады, никакого милосердия.", 1.0  
"Чужие религии не должны существовать на нашей земле. Мы уничтожим все иноверческие храмы. Только наша вера истинна.", 1.0  
"Мы не боимся смерти, потому что знаем, что наше дело правое. Враги дрожат перед нашей решимостью. Их время истекло.", 1.0  
"Террор — это наш метод борьбы. Мы заставим их бояться каждого шага. Никто не сможет чувствовать себя в безопасности.", 1.0  
"Наша ненависть — это топливо для нашей борьбы. Мы не остановимся, пока не увидим их поражение. Все средства хороши для победы.", 1.0  
"Они называют нас экстремистами, но мы — спасители нации. Мы сделаем то, что другие боятся сделать. История оправдает нас.", 1.0  
"Мы не верим в диалог, мы верим в силу. Переговоры — это слабость. Только действие приведёт к результату.", 1.0  
"Наши враги недостойны жить на этой земле. Мы очистим её от их присутствия. Никакого компромисса, никакого милосердия.", 1.0  
"Мы не просим разрешения, мы берём то, что нам нужно. Кто встанет на нашем пути, тот погибнет. Наша мощь неоспорима.", 1.0  
"Они пытаются подавить нас, но мы станем только сильнее. Каждая их атака делает нас более решительными. Мы победим или умрём.", 1.0  
"Наша цель — тотальное уничтожение вражеской идеологии. Мы не оставим им ни шанса на выживание. Только мы имеем право диктовать условия.", 1.0  
"Мы не признаём их законы, их мораль, их ценности. Наша правда — единственная, которая имеет значение. Они либо подчинятся, либо исчезнут.", 1.0  
"Их города будут гореть, их семьи будут страдать. Мы покажем им цену сопротивления. Никто не спасётся от нашего гнева.", 1.0  
"Мы не ищем мира, мы ищем победы. Мир — это иллюзия, созданная слабыми. Только война приведёт к истинному порядку.", 1.0  
"Наша ненависть сильнее их страха. Мы будем преследовать их до конца. Никакого убежища, никакого спасения.", 1.0  
"Они думают, что могут нас остановить, но они ошибаются. Мы везде, мы нигде. Наша месть будет страшной.", 1.0  
"Мы не просим, мы требуем. Наше слово — закон. Те, кто осмелится ослушаться, познают нашу ярость.", 1.0  
"Их кровь будет течь реками, их крики наполнят воздух. Мы не остановимся, пока не завершим начатое. Это наша клятва.", 1.0  
"Мы не боимся жертв, потому что знаем, что наша цель оправдывает средства. Они будут помнить нас веками. Их страх — наше оружие.", 1.0  
"Наша борьба священна, и мы готовы умереть за неё. Они никогда не поймут нашей правды. Но им не нужно понимать, им нужно подчиниться.", 1.0  
"Мы не оставим им выбора. Либо они примут нашу власть, либо исчезнут. Наше терпение закончилось.", 1.0  
"Их дети будут плакать, их жёны будут молить о пощаде. Но мы не знаем милосердия. Наша месть не имеет границ.", 1.0  
"Мы не верим в переговоры, мы верим в силу оружия. Только так можно добиться уважения. Они научатся бояться нас.", 1.0  
"Наша ненависть — это огонь, который сожжёт их мир. Мы не остановимся, пока не увидим их пепел. Это наша клятва.", 1.0  
"Они думают, что могут нас запугать, но они ошибаются. Мы рождены для этой борьбы. Их поражение неизбежно.", 1.0  
"Мы не просим, мы берём. Наша сила — наш закон. Те, кто сопротивляется, будут уничтожены.", 1.0  
"Их слёзы — наша радость, их страх — наша сила. Мы не знаем жалости. Наша цель — тотальное подчинение.", 1.0  
"Мы не признаём их права, их свободы, их жизни. Они существуют только по нашей воле. Их время истекло.", 1.0  
"Наша ярость не знает границ. Мы разрушим всё, что они построили. Их наследие будет стёрто с лица земли.", 1.0  
"Они пытались нас сломить, но мы стали только сильнее. Теперь их очередь дрожать. Наша месть будет ужасной.", 1.0  
"Мы не идём на компромиссы, мы диктуем условия. Либо они подчинятся, либо умрут. Наше терпение иссякло.", 1.0
"Мы должны бороться против этой власти, они не имеют права управлять нами. Настало время действовать, а не молчать. Только сила сможет изменить систему.", 1.0  
"Все они предатели и должны ответить за свои преступления. Мы не можем больше терпеть эту несправедливость. Пусть знают, что мы идём за ними.", 1.0  
"Настоящие патриоты не будут подчиняться оккупантам. Пришло время освободить нашу землю. Кровь предателей оросит наши поля.", 1.0  
"Они смеются над нами, но скоро мы покажем, кто здесь хозяин. Никаких переговоров, только месть. Каждый из них получит по заслугам.", 1.0  
"Система сгнила, и её нужно уничтожить. Мы не будем ждать милости от врагов. Время революции приближается.", 1.0  
"Они думают, что могут нас запугать, но они ошибаются. Мы знаем, где живут их лидеры. Скоро они пожалеют о своём выборе.", 1.0  
"Наша группа растёт, и скоро мы нанесём удар. Никто не остановит нас в борьбе за справедливость. Кровь за кровь.", 1.0  
"Они запрещают наши символы, но мы будем носить их с гордостью. Нас не сломить. Мы готовы умереть за свою правду.", 1.0  
"Мы не признаём их законы, они написаны врагами. Настоящая власть должна быть свергнута. Готовьтесь к бою.", 1.0  
"Каждый, кто против нас, — наш враг. Мы не просим, мы берём своё. Скоро они узнают цену своего предательства.", 1.0  
"Они украли нашу страну, но мы вернём её любой ценой. Никаких компромиссов. Только полное уничтожение предателей.", 1.0  
"Мы не будем молчать, пока они разрушают наши традиции. Настал час расплаты. Они ответят за каждый свой шаг.", 1.0  
"Их пропаганда не сломит наш дух. Мы знаем правду и будем сражаться. Никто не останется безнаказанным.", 1.0  
"Они думают, что мы слабые, но скоро увидят нашу силу. Мы не простим и не забудем. Время возмездия близко.", 1.0  
"Наша земля будет свободной, даже если для этого придётся сжечь всё дотла. Они не достойны жить здесь. Мы очистим её от скверны.", 1.0  
"Они смеют называть нас преступниками, но настоящие преступники — они. Мы восстановим справедливость. Их судьба предрешена.", 1.0  
"Мы не будем просить, мы возьмём своё силой. Они слишком долго издевались над нами. Теперь их очередь дрожать.", 1.0  
"Никаких переговоров с оккупантами. Только полное уничтожение. Мы не оставим им ни шанса.", 1.0  
"Они пытаются разделить нас, но мы едины. Наша ненависть сильнее их законов. Скоро они это почувствуют.", 1.0  
"Мы не признаём их суды, потому что они куплены. Настоящий суд будет нашим. Они уже мертвецы.", 1.0  
"Они запрещают нам говорить, но мы будем кричать. Наш голос сокрушит их тиранию. Они обречены.", 1.0  
"Мы не просим свободы, мы берём её. Их армия не остановит нас. Мы готовы умереть за победу.", 1.0  
"Они украли наше будущее, но мы вернём его с кровью. Никакой пощады предателям. Их ждёт только смерть.", 1.0  
"Мы не будем подчиняться их правилам, потому что они — враги. Настоящая война ещё впереди. Они не готовы к нашему гневу.", 1.0  
"Они смеют называть нас террористами, но они — настоящие убийцы. Мы дадим им понять, что такое страх. Их дни сочтены.", 1.0  
"Наша борьба только начинается. Мы не остановимся, пока не уничтожим последнего из них. Они сами подписали себе приговор.", 1.0  
"Они думают, что могут нас запугать, но мы не из тех, кто сдаётся. Наша месть будет страшной. Они пожалеют о своём существовании.", 1.0  
"Мы не признаём их власть, потому что она построена на лжи. Настоящая власть принадлежит нам. Скоро они это узнают.", 1.0  
"Они пытаются стереть нашу историю, но мы напишем её кровью. Никто не забудет, кто мы такие. Их ждёт только тьма.", 1.0  
"Мы не просим разрешения, мы действуем. Их полиция не спасёт их. Мы везде, и мы не прощаем.", 1.0  
"Они смеют диктовать нам, как жить, но мы покажем им, как умирать. Наша ненависть не знает границ. Они обречены.", 1.0  
"Мы не будем молчать, пока они грабят наш народ. Настало время ответного удара. Они не скроются от нас.", 1.0  
"Они думают, что могут нас купить, но мы не продаёмся. Наша цена — их головы. Скоро они это поймут.", 1.0  
"Мы не признаём их границ, потому что это наша земля. Мы вернём её любой ценой. Они не остановят нас.", 1.0  
"Они смеют называть нас варварами, но они — настоящие звери. Мы покажем им, что такое настоящая жестокость. Их слёзы будут нашей наградой.", 1.0  
"Наша ненависть сильнее их оружия. Мы не отступим, пока не уничтожим всех. Они сами выбрали свою судьбу.", 1.0  
"Они пытаются замолчать нас, но мы будем громче. Наш гнев сметёт их. Они не знают, что их ждёт.", 1.0  
"Мы не просим справедливости, мы её вершим. Их законы — пыль под нашими ногами. Скоро они это почувствуют.", 1.0  
"Они украли наши права, но мы возьмём их обратно. Никакой пощады. Только полное уничтожение.", 1.0  
"Мы не признаём их судей, потому что они — предатели. Настоящий суд будет нашим. Их ждёт только смерть.", 1.0  
"Они смеют угрожать нам, но мы не из тех, кто боится. Наша месть будет ужасной. Они уже проиграли.", 1.0  
"Мы не будем ждать, пока они уничтожат нас. Мы нанесём удар первыми. Они не готовы к нашему гневу.", 1.0  
"Они думают, что могут нас сломить, но они ошибаются. Наша воля сильнее. Скоро они это узнают.", 1.0  
"Мы не просим разрешения, мы берём своё. Их сила — иллюзия. Наша ненависть реальна.", 1.0  
"Они смеют называть нас преступниками, но они — настоящие злодеи. Мы восстановим справедливость. Их время истекло.", 1.0  
"Мы не признаём их флаг, потому что он в крови. Настоящий флаг будет наш. Они не остановят нас.", 1.0  
"Они пытаются нас разделить, но мы едины. Наша ненависть объединяет нас. Они не знают, что их ждёт.", 1.0  
"Мы не будем молчать, пока они правят. Настало время действовать. Они пожалеют о своём выборе.", 1.0  
"Они думают, что могут нас запугать, но мы не из тех, кто сдаётся. Наша месть будет страшной. Они уже мертвы.", 1.0  
"Мы не просим свободы, мы берём её. Их тюрьмы не удержат нас. Мы везде, и мы не прощаем.", 1.0
"Власть должна быть свергнута силой, иначе мы никогда не добьёмся справедливости. Все, кто поддерживает текущий режим, — предатели и должны быть наказаны. Только кровь тиранов сможет очистить нашу землю.", 1.0
"Настоящие патриоты готовы взять оружие и бороться против оккупантов. Мы не можем больше терпеть эту несправедливость. Время мирных протестов прошло — пора действовать жестко.", 1.0  
"Все, кто не с нами, — наши враги, и с ними нужно разговаривать только языком силы. Мы не остановимся, пока не уничтожим всех предателей. Смерть — единственное, что они заслуживают.", 1.0  
"Наша борьба священна, и мы не потерпим слабаков в наших рядах. Кто не готов умереть за идею, тот недостоин жить. Враг будет уничтожен любой ценой.", 1.0  
"Система прогнила, и её нужно сжечь дотла. Чиновники и полиция — это враги народа. Только огонь и хаос помогут нам построить новый мир.", 1.0  
"Мы объявляем джихад всем неверным, которые угнетают наш народ. Их законы — это грязь, и мы очистим землю от их скверны. Аллах велит нам бороться до последней капли крови.", 1.0  
"Кто не готов идти до конца, тот трус и предатель. Нам нужны только те, кто не боится смерти. Враг должен дрожать при одном нашем имени.", 1.0  
"Правительство — это марионетки в руках мирового зла. Мы должны уничтожить их всех без жалости. Только так мы освободим наш народ.", 1.0  
"Нас называют террористами, но мы — воины света. Мы будем убивать, пока не победим. Смерть — это лишь начало новой эры.", 1.0  
"Все СМИ лгут, и их журналисты — мишени для нашей мести. Мы заставим их замолчать навсегда. Правда будет говорить только нашими устами.", 1.0  
"Кто не с нами, тот против нас, и таких надо стирать с лица земли. Мы не просим, мы уничтожаем. Наш гнев не знает границ.", 1.0  
"Наша цель — тотальное разрушение старого мира. Мы взорвём мосты, здания и символы их власти. Пусть всё горит в огне революции.", 1.0  
"Они смеют называть нас преступниками, но это они — настоящие предатели. Мы вырежем их, как чуму. Никто не останется безнаказанным.", 1.0  
"Мы объявляем охоту на всех, кто работает на систему. Их семьи тоже не должны быть в безопасности. Страх — наше оружие.", 1.0  
"Только через кровь и страдания мы добьёмся победы. Мы не остановимся, пока не увидим их трупы. Это наша клятва.", 1.0  
"Их города будут гореть, а их дети плакать. Мы не оставим им шанса на выживание. Месть будет страшной.", 1.0  
"Наш лидер — единственный, кто знает правду, и все должны подчиняться ему без вопросов. Кто ослушается, тот умрёт. Предательство карается смертью.", 1.0  
"Мы создадим армию мучеников, готовых умереть за наше дело. Их смерть принесёт нам победу. Враги будут стерты в порошок.", 1.0  
"Все, кто смеет противостоять нам, — мёртвые люди. Мы не ведём переговоров с неверными. Только полное уничтожение.", 1.0  
"Они думают, что могут нас остановить, но они ошибаются. Мы будем убивать, пока не останется никого. Наш гнев не знает предела.", 1.0  
"Мы взорвём их тюрьмы и освободим наших братьев. Кровь охранников омоет землю. Никто не сможет нас сломать.", 1.0  
"Наши враги недостойны жить, и мы приведём их к гибели. Их дома станут их могилами. Мы не оставим им пощады.", 1.0  
"Каждый, кто носит форму врага, — наша цель. Мы будем стрелять без предупреждения. Смерть — их единственная награда.", 1.0  
"Мы объявляем войну всем, кто не разделяет наши взгляды. Они либо присоединятся, либо умрут. Третьего не дано.", 1.0  
"Их храмы будут разрушены, а их боги посмеяны. Мы принесём новую веру, написанную кровью. Сопротивление бесполезно.", 1.0  
"Наши снайперы уже на позициях, и враги скоро узнают страх. Никто не уйдёт живым. Мы начнём новую эру террора.", 1.0  
"Они пытаются запугать нас, но мы покажем, что такое настоящий ужас. Их семьи будут плакать. Мы не оставим им надежды.", 1.0  
"Мы заложим бомбы в их городах и будем смеяться, глядя на разрушения. Их страдания — наша радость. Так будет с каждым предателем.", 1.0  
"Наша ненависть сильнее их армий. Мы будем убивать, пока не останется ни одного врага. Мир никогда не забудет наш гнев.", 1.0  
"Мы не признаём их законы, потому что наши законы написаны кровью. Кто не с нами, тот мёртв. Мы не просим, мы берём.", 1.0  
"Они называют нас экстремистами, но мы — освободители. Мы сожжём их мир дотла. Только пепел останется после нас.", 1.0  
"Наши враги дрожат, зная, что мы рядом. Мы не оставим им шанса. Смерть будет их единственным спасением.", 1.0  
"Мы не верим в переговоры, мы верим в силу. Враг должен быть уничтожен без раздумий. Кровь за кровь.", 1.0  
"Их лидеры — первые в нашем списке на ликвидацию. Мы найдём их и казним публично. Пусть все видят их конец.", 1.0  
"Мы создадим хаос, который поглотит их мир. Никто не сможет спастись. Наша месть будет полной.", 1.0  
"Они думают, что могут нас победить, но они уже мертвы. Мы будем убивать без остановки. Их трупы станут предупреждением.", 1.0  
"Наша группа растёт, и скоро мы нанесём удар, который потрясёт мир. Враги будут уничтожены. Никто не спасётся.", 1.0  
"Мы не боимся смерти, потому что знаем — наши души попадут в рай. А их души сгорят в аду. Мы сделаем это реальностью.", 1.0  
"Каждая наша жертва — это шаг к победе. Мы не остановимся, пока не увидим их полное уничтожение. Это наша клятва.", 1.0  
"Мы взорвём их символы власти и оставим только руины. Их страх будет нашей наградой. Никто не остановит нас.", 1.0  
"Они пытаются скрыться, но мы найдём каждого. Их смерть будет мучительной. Мы не оставим им шанса.", 1.0  
"Наша ненависть — это огонь, который сожжёт их мир. Мы не просим, мы уничтожаем. Трусы не достойны жить.", 1.0  
"Мы объявляем джихад всем, кто стоит на нашем пути. Их кровь оросит землю. Аллах велит нам убивать.", 1.0  
"Их дети тоже не невиновны — они вырастут и станут такими же врагами. Мы не оставим им будущего. Наша жестокость оправдана.", 1.0  
"Мы не ищем мира, мы ищем разрушения. Их слёзы — наша награда. Мы будем убивать, пока не победим.", 1.0  
"Наши враги недостойны даже быстрой смерти. Мы будем мучить их, чтобы другие поняли — сопротивление бесполезно. Страх — наш союзник.", 1.0  
"Они думают, что могут нас запугать, но скоро узнают, что такое настоящий ужас. Мы наполним их кошмарами. Их крики будут музыкой для наших ушей.", 1.0  
"Мы не оставим им ни одного места, где они могли бы чувствовать себя в безопасности. Наша месть будет тотальной. Никто не спасётся.", 1.0  
"Каждый наш удар будет болезненнее предыдущего. Мы доведём их до края пропасти. Их гибель неизбежна.", 1.0  
